年度,縣市別,行業別,統計項目,單位,中小企業(家),大企業(家)
2016,花蓮縣,住宿及餐飲業,家數,家,3940,11
2016,臺東縣,住宿及餐飲業,家數,家,2840,8
2016,金門縣,住宿及餐飲業,家數,家,757, 
2016,連江縣,住宿及餐飲業,家數,家,254,0
2016,總計,出版、影音製作、傳播及資通訊服務業,家數,家,19642,774
2016,臺北市,出版、影音製作、傳播及資通訊服務業,家數,家,8707,487
2016,新北市,出版、影音製作、傳播及資通訊服務業,家數,家,3377,108
2016,桃園縣,出版、影音製作、傳播及資通訊服務業,家數,家,1016,21
2016,臺中市,出版、影音製作、傳播及資通訊服務業,家數,家,2167,40
2016,臺南市,出版、影音製作、傳播及資通訊服務業,家數,家,772,11
2016,高雄市,出版、影音製作、傳播及資通訊服務業,家數,家,1365,28
2016,基隆市,出版、影音製作、傳播及資通訊服務業,家數,家,145, 
2016,宜蘭縣,出版、影音製作、傳播及資通訊服務業,家數,家,151, 
2016,新竹市,出版、影音製作、傳播及資通訊服務業,家數,家,341,19
2016,新竹縣,出版、影音製作、傳播及資通訊服務業,家數,家,298,17
2016,苗栗縣,出版、影音製作、傳播及資通訊服務業,家數,家,161, 
2016,彰化縣,出版、影音製作、傳播及資通訊服務業,家數,家,297, 
2016,南投縣,出版、影音製作、傳播及資通訊服務業,家數,家,140, 
2016,雲林縣,出版、影音製作、傳播及資通訊服務業,家數,家,112, 
2016,嘉義市,出版、影音製作、傳播及資通訊服務業,家數,家,118, 
2016,嘉義縣,出版、影音製作、傳播及資通訊服務業,家數,家,58, 
2016,屏東縣,出版、影音製作、傳播及資通訊服務業,家數,家,166, 
2016,澎湖縣,出版、影音製作、傳播及資通訊服務業,家數,家,39, 
2016,花蓮縣,出版、影音製作、傳播及資通訊服務業,家數,家,109, 
2016,臺東縣,出版、影音製作、傳播及資通訊服務業,家數,家,52, 
2016,金門縣,出版、影音製作、傳播及資通訊服務業,家數,家,45, 
2016,連江縣,出版、影音製作、傳播及資通訊服務業,家數,家,6, 
2016,總計,金融及保險業,家數,家,16850,2478
2016,臺北市,金融及保險業,家數,家,6839,1088
2016,新北市,金融及保險業,家數,家,2187,301
2016,桃園縣,金融及保險業,家數,家,954,170
2016,臺中市,金融及保險業,家數,家,1691,238
2016,臺南市,金融及保險業,家數,家,931,118
2016,高雄市,金融及保險業,家數,家,1558,207
2016,基隆市,金融及保險業,家數,家,144,12
2016,宜蘭縣,金融及保險業,家數,家,131,33
2016,新竹市,金融及保險業,家數,家,324,59
2016,新竹縣,金融及保險業,家數,家,249,28
2016,苗栗縣,金融及保險業,家數,家,144,25
2016,彰化縣,金融及保險業,家數,家,448,54
2016,南投縣,金融及保險業,家數,家,145,22
2016,雲林縣,金融及保險業,家數,家,191,26
2016,嘉義市,金融及保險業,家數,家,232,26
2016,嘉義縣,金融及保險業,家數,家,127,18
2016,屏東縣,金融及保險業,家數,家,257,25
2016,澎湖縣,金融及保險業,家數,家,30, 
2016,花蓮縣,金融及保險業,家數,家,134,17
2016,臺東縣,金融及保險業,家數,家,94,6
2016,金門縣,金融及保險業,家數,家,36, 
2016,連江縣,金融及保險業,家數,家,,0
2016,總計,不動產業,家數,家,35157,1446
2016,臺北市,不動產業,家數,家,8158,477
2016,新北市,不動產業,家數,家,5188,244
2016,桃園縣,不動產業,家數,家,3088,131
2016,臺中市,不動產業,家數,家,5040,229
2016,臺南市,不動產業,家數,家,2386,57
2016,高雄市,不動產業,家數,家,3129,140
2016,基隆市,不動產業,家數,家,273, 
2016,宜蘭縣,不動產業,家數,家,864,11
2016,新竹市,不動產業,家數,家,903,26
2016,新竹縣,不動產業,家數,家,951,43
2016,苗栗縣,不動產業,家數,家,633,14
2016,彰化縣,不動產業,家數,家,1116,20
2016,南投縣,不動產業,家數,家,401, 
2016,雲林縣,不動產業,家數,家,499,13
2016,嘉義市,不動產業,家數,家,536,8
2016,嘉義縣,不動產業,家數,家,244, 
2016,屏東縣,不動產業,家數,家,585,6
2016,澎湖縣,不動產業,家數,家,173,0
2016,花蓮縣,不動產業,家數,家,524, 
2016,臺東縣,不動產業,家數,家,241,7
2016,金門縣,不動產業,家數,家,222,6
2016,連江縣,不動產業,家數,家,,0
2016,總計,專業、科學及技術服務業,家數,家,46523,762
2016,臺北市,專業、科學及技術服務業,家數,家,15835,471
2016,新北市,專業、科學及技術服務業,家數,家,7533,91
2016,桃園縣,專業、科學及技術服務業,家數,家,3068,33
2016,臺中市,專業、科學及技術服務業,家數,家,6208,38
2016,臺南市,專業、科學及技術服務業,家數,家,2653,13
2016,高雄市,專業、科學及技術服務業,家數,家,4083,28
2016,基隆市,專業、科學及技術服務業,家數,家,427, 
2016,宜蘭縣,專業、科學及技術服務業,家數,家,577, 
2016,新竹市,專業、科學及技術服務業,家數,家,850,29
2016,新竹縣,專業、科學及技術服務業,家數,家,761,34
2016,苗栗縣,專業、科學及技術服務業,家數,家,449, 
2016,彰化縣,專業、科學及技術服務業,家數,家,1068,8
2016,南投縣,專業、科學及技術服務業,家數,家,460,0
2016,雲林縣,專業、科學及技術服務業,家數,家,473,0
2016,嘉義市,專業、科學及技術服務業,家數,家,438, 
2016,嘉義縣,專業、科學及技術服務業,家數,家,254, 
2016,屏東縣,專業、科學及技術服務業,家數,家,598, 
2016,澎湖縣,專業、科學及技術服務業,家數,家,55,0
2016,花蓮縣,專業、科學及技術服務業,家數,家,365, 
2016,臺東縣,專業、科學及技術服務業,家數,家,217,0
2016,金門縣,專業、科學及技術服務業,家數,家,128,0
2016,連江縣,專業、科學及技術服務業,家數,家,23,0
2016,總計,支援服務業,家數,家,30126,525
2016,臺北市,支援服務業,家數,家,5145,231
2016,新北市,支援服務業,家數,家,4140,69
2016,桃園縣,支援服務業,家數,家,2885,39
2016,臺中市,支援服務業,家數,家,4005,52
2016,臺南市,支援服務業,家數,家,2120,21
2016,高雄市,支援服務業,家數,家,3659,53
2016,基隆市,支援服務業,家數,家,432,0
2016,宜蘭縣,支援服務業,家數,家,575, 
2016,新竹市,支援服務業,家數,家,670,18
2016,新竹縣,支援服務業,家數,家,532,10
2016,苗栗縣,支援服務業,家數,家,582, 
2016,彰化縣,支援服務業,家數,家,954,8
2016,南投縣,支援服務業,家數,家,505, 
2016,雲林縣,支援服務業,家數,家,441, 
2016,嘉義市,支援服務業,家數,家,428, 
2016,嘉義縣,支援服務業,家數,家,461, 
2016,屏東縣,支援服務業,家數,家,881, 
2016,澎湖縣,支援服務業,家數,家,469,0
2016,花蓮縣,支援服務業,家數,家,546, 
2016,臺東縣,支援服務業,家數,家,428,0
2016,金門縣,支援服務業,家數,家,219,0
2016,連江縣,支援服務業,家數,家,49,0
2016,總計,教育業,家數,家,2417,16
2016,臺北市,教育業,家數,家,747,10
2016,新北市,教育業,家數,家,307,0
2016,桃園縣,教育業,家數,家,138, 
2016,臺中市,教育業,家數,家,342, 
2016,臺南市,教育業,家數,家,148,0
2016,高雄市,教育業,家數,家,297, 
2016,基隆市,教育業,家數,家,13,0
2016,宜蘭縣,教育業,家數,家,29,0
2016,新竹市,教育業,家數,家,90,0
2016,新竹縣,教育業,家數,家,45,0
2016,苗栗縣,教育業,家數,家,23,0
2016,彰化縣,教育業,家數,家,46,0
2016,南投縣,教育業,家數,家,27,0
2016,雲林縣,教育業,家數,家,25,0
2016,嘉義市,教育業,家數,家,26,0
2016,嘉義縣,教育業,家數,家,10,0
2016,屏東縣,教育業,家數,家,35, 
2016,澎湖縣,教育業,家數,家,12,0
2016,花蓮縣,教育業,家數,家,27,0
2016,臺東縣,教育業,家數,家,20,0
2016,金門縣,教育業,家數,家,9,0
2016,連江縣,教育業,家數,家,,0
2016,總計,醫療保健及社會工作服務業,家數,家,766,19
2016,臺北市,醫療保健及社會工作服務業,家數,家,155,10
2016,新北市,醫療保健及社會工作服務業,家數,家,58, 
2016,桃園縣,醫療保健及社會工作服務業,家數,家,33, 
2016,臺中市,醫療保健及社會工作服務業,家數,家,96, 
2016,臺南市,醫療保健及社會工作服務業,家數,家,63, 
2016,高雄市,醫療保健及社會工作服務業,家數,家,136, 
2016,基隆市,醫療保健及社會工作服務業,家數,家,9,0
2016,宜蘭縣,醫療保健及社會工作服務業,家數,家,40,0
2016,新竹市,醫療保健及社會工作服務業,家數,家,14,0
2016,新竹縣,醫療保健及社會工作服務業,家數,家,16,0
2016,苗栗縣,醫療保健及社會工作服務業,家數,家,7,0
2016,彰化縣,醫療保健及社會工作服務業,家數,家,26, 
2016,南投縣,醫療保健及社會工作服務業,家數,家,13,0
2016,雲林縣,醫療保健及社會工作服務業,家數,家,11,0
2016,嘉義市,醫療保健及社會工作服務業,家數,家,9,0
2016,嘉義縣,醫療保健及社會工作服務業,家數,家,,0
2016,屏東縣,醫療保健及社會工作服務業,家數,家,41,0
2016,澎湖縣,醫療保健及社會工作服務業,家數,家,,0
2016,花蓮縣,醫療保健及社會工作服務業,家數,家,20,0
2016,臺東縣,醫療保健及社會工作服務業,家數,家,13,0
2016,金門縣,醫療保健及社會工作服務業,家數,家,,0
2016,連江縣,醫療保健及社會工作服務業,家數,家,0,0
2016,總計,藝術、娛樂及休閒服務業,家數,家,25464,130
2016,臺北市,藝術、娛樂及休閒服務業,家數,家,3924,48
2016,新北市,藝術、娛樂及休閒服務業,家數,家,3569,21
2016,桃園縣,藝術、娛樂及休閒服務業,家數,家,2009,12
2016,臺中市,藝術、娛樂及休閒服務業,家數,家,2623,10
2016,臺南市,藝術、娛樂及休閒服務業,家數,家,1888,6
2016,高雄市,藝術、娛樂及休閒服務業,家數,家,2791,9
2016,基隆市,藝術、娛樂及休閒服務業,家數,家,411,0
2016,宜蘭縣,藝術、娛樂及休閒服務業,家數,家,553, 
2016,新竹市,藝術、娛樂及休閒服務業,家數,家,500, 
2016,新竹縣,藝術、娛樂及休閒服務業,家數,家,568, 
2016,苗栗縣,藝術、娛樂及休閒服務業,家數,家,605, 
2016,彰化縣,藝術、娛樂及休閒服務業,家數,家,1228, 
2016,南投縣,藝術、娛樂及休閒服務業,家數,家,790, 
2016,雲林縣,藝術、娛樂及休閒服務業,家數,家,681, 
2016,嘉義市,藝術、娛樂及休閒服務業,家數,家,374,0
2016,嘉義縣,藝術、娛樂及休閒服務業,家數,家,421, 
2016,屏東縣,藝術、娛樂及休閒服務業,家數,家,1180, 
2016,澎湖縣,藝術、娛樂及休閒服務業,家數,家,127,0
2016,花蓮縣,藝術、娛樂及休閒服務業,家數,家,538, 
2016,臺東縣,藝術、娛樂及休閒服務業,家數,家,510,0
2016,金門縣,藝術、娛樂及休閒服務業,家數,家,131,0
2016,連江縣,藝術、娛樂及休閒服務業,家數,家,43,0
2016,總計,其他服務業,家數,家,82407,203
2016,臺北市,其他服務業,家數,家,9688,70
2016,新北市,其他服務業,家數,家,9438,30
2016,桃園縣,其他服務業,家數,家,6585,18
2016,臺中市,其他服務業,家數,家,10602,22
2016,臺南市,其他服務業,家數,家,8256, 
2016,高雄市,其他服務業,家數,家,11360,22
2016,基隆市,其他服務業,家數,家,1552, 
2016,宜蘭縣,其他服務業,家數,家,1773, 
2016,新竹市,其他服務業,家數,家,1787, 
2016,新竹縣,其他服務業,家數,家,1841, 
2016,苗栗縣,其他服務業,家數,家,1951, 
2016,彰化縣,其他服務業,家數,家,4782, 
2016,南投縣,其他服務業,家數,家,1663, 
2016,雲林縣,其他服務業,家數,家,2098,6
2016,嘉義市,其他服務業,家數,家,1600, 
2016,嘉義縣,其他服務業,家數,家,1442, 
2016,屏東縣,其他服務業,家數,家,3268, 
2016,澎湖縣,其他服務業,家數,家,308,0
2016,花蓮縣,其他服務業,家數,家,1280,0
2016,臺東縣,其他服務業,家數,家,820, 
2016,金門縣,其他服務業,家數,家,267,0
2016,連江縣,其他服務業,家數,家,46,0
2017,總計,農林漁牧業,家數,家,11899,73
2017,臺北市,農林漁牧業,家數,家,479,20
2017,新北市,農林漁牧業,家數,家,804, 
2017,桃園縣,農林漁牧業,家數,家,732, 
2017,臺中市,農林漁牧業,家數,家,539, 
2017,臺南市,農林漁牧業,家數,家,465,9
2017,高雄市,農林漁牧業,家數,家,3308,8
2017,基隆市,農林漁牧業,家數,家,30,0
2017,宜蘭縣,農林漁牧業,家數,家,1271,0
2017,新竹市,農林漁牧業,家數,家,192, 
2017,新竹縣,農林漁牧業,家數,家,227, 
2017,苗栗縣,農林漁牧業,家數,家,229, 
2017,彰化縣,農林漁牧業,家數,家,806, 
2017,南投縣,農林漁牧業,家數,家,489, 
2017,雲林縣,農林漁牧業,家數,家,470, 
2017,嘉義市,農林漁牧業,家數,家,72,0
2017,嘉義縣,農林漁牧業,家數,家,394, 
2017,屏東縣,農林漁牧業,家數,家,661,8
2017,澎湖縣,農林漁牧業,家數,家,31,0
2017,花蓮縣,農林漁牧業,家數,家,322,0
2017,臺東縣,農林漁牧業,家數,家,329, 
2017,金門縣,農林漁牧業,家數,家,38,0
2017,連江縣,農林漁牧業,家數,家,11,0
2017,總計,礦業及土石採取業,家數,家,1079,29
2017,臺北市,礦業及土石採取業,家數,家,73,9
2017,新北市,礦業及土石採取業,家數,家,106, 
2017,桃園縣,礦業及土石採取業,家數,家,67, 
2017,臺中市,礦業及土石採取業,家數,家,89, 
2017,臺南市,礦業及土石採取業,家數,家,36,0
2017,高雄市,礦業及土石採取業,家數,家,110, 
2017,基隆市,礦業及土石採取業,家數,家,,0
2017,宜蘭縣,礦業及土石採取業,家數,家,98,0
2017,新竹市,礦業及土石採取業,家數,家,19,0
2017,新竹縣,礦業及土石採取業,家數,家,36, 
2017,苗栗縣,礦業及土石採取業,家數,家,68, 
2017,彰化縣,礦業及土石採取業,家數,家,23,0
2017,南投縣,礦業及土石採取業,家數,家,44, 
2017,雲林縣,礦業及土石採取業,家數,家,33,0
2017,嘉義市,礦業及土石採取業,家數,家,,0
2017,嘉義縣,礦業及土石採取業,家數,家,14,0
2017,屏東縣,礦業及土石採取業,家數,家,39,0
2017,澎湖縣,礦業及土石採取業,家數,家,7,0
2017,花蓮縣,礦業及土石採取業,家數,家,147, 
2017,臺東縣,礦業及土石採取業,家數,家,56,0
2017,金門縣,礦業及土石採取業,家數,家,, 
2017,連江縣,礦業及土石採取業,家數,家,0,0
2017,總計,製造業,家數,家,143429,5893
2017,臺北市,製造業,家數,家,7593,896
2017,新北市,製造業,家數,家,32956,1013
2017,桃園縣,製造業,家數,家,12043,842
2017,臺中市,製造業,家數,家,29965,719
2017,臺南市,製造業,家數,家,12816,505
2017,高雄市,製造業,家數,家,10044,521
2017,基隆市,製造業,家數,家,717,18
2017,宜蘭縣,製造業,家數,家,2277,61
2017,新竹市,製造業,家數,家,2309,234
2017,新竹縣,製造業,家數,家,2742,342
2017,苗栗縣,製造業,家數,家,2632,144
2017,彰化縣,製造業,家數,家,17424,300
2017,南投縣,製造業,家數,家,1789,74
2017,雲林縣,製造業,家數,家,2287,64
2017,嘉義市,製造業,家數,家,799,6
2017,嘉義縣,製造業,家數,家,1962,62
2017,屏東縣,製造業,家數,家,1586,80
2017,澎湖縣,製造業,家數,家,224,0
2017,花蓮縣,製造業,家數,家,685,9
2017,臺東縣,製造業,家數,家,364, 
2017,金門縣,製造業,家數,家,189, 
2017,連江縣,製造業,家數,家,26, 
2017,總計,電力及燃氣供應業,家數,家,1055,140
2017,臺北市,電力及燃氣供應業,家數,家,129,25
2017,新北市,電力及燃氣供應業,家數,家,83,14
2017,桃園縣,電力及燃氣供應業,家數,家,56,10
2017,臺中市,電力及燃氣供應業,家數,家,97,17
2017,臺南市,電力及燃氣供應業,家數,家,104,9
2017,高雄市,電力及燃氣供應業,家數,家,94,12
2017,基隆市,電力及燃氣供應業,家數,家,, 
2017,宜蘭縣,電力及燃氣供應業,家數,家,11, 
2017,新竹市,電力及燃氣供應業,家數,家,19,6
2017,新竹縣,電力及燃氣供應業,家數,家,30, 
2017,苗栗縣,電力及燃氣供應業,家數,家,25, 
2017,彰化縣,電力及燃氣供應業,家數,家,112,6
2017,南投縣,電力及燃氣供應業,家數,家,11, 
2017,雲林縣,電力及燃氣供應業,家數,家,106, 
2017,嘉義市,電力及燃氣供應業,家數,家,18, 
2017,嘉義縣,電力及燃氣供應業,家數,家,65, 
2017,屏東縣,電力及燃氣供應業,家數,家,69,6
2017,澎湖縣,電力及燃氣供應業,家數,家,0, 
2017,花蓮縣,電力及燃氣供應業,家數,家,9, 
2017,臺東縣,電力及燃氣供應業,家數,家,10, 
2017,金門縣,電力及燃氣供應業,家數,家,, 
2017,連江縣,電力及燃氣供應業,家數,家,0, 
2017,總計,用水供應及污染整治業,家數,家,7268,335
2017,臺北市,用水供應及污染整治業,家數,家,561,37
